issue,1
isthmus,1
it,1
italic,1
italicize,1
italics,1
itch,1
itchy,1
item,1
itemize,1
iterate,1
iteration,1
itinerant,1
itinerary,1
its,1
ivory,1
ivy,3
jab,1
jabber,1
jack,1
jackal,1
jackdaw,1
jacket,1
jade,1
jaded,1
jag,1
jagged,1
jaguar,1
jail,1
jailer,1
jailor,1
jalapeno,3
jalopy,1
jalousie,1
jam,1
jamb,1
jamboree,1
jangle,1
janitor,1
jar,1
jargon,1
jasmine,3
jasper,1
jaundice,1
jaundiced,1
jaunt,1
jaunty,1
javelin,1
jaw,1
jay,1
jazz,1
jazzy,1
jealous,1
jealousy,1
jeans,1
jeer,1
jejune,1
jell,1
jelly,1
jeopardize,1
jeopardy,1
jeremiad,1
jerk,1
jerkin,1
jerky,1
jersey,1
jest,1
jester,1
jet,1
jetsam,1
jettison,1
jetty,1
jewel,1
jeweled,1
jeweler,1
jeweller,1
jewelry,1
jib,1
jibe,1
jiffy,1
jig,1
jigger,1
jiggle,1
jihad,1
jilt,1
jimmy,1
jingle,1
jingoism,1
jingoistic,1
jinrikisha,1
jinx,1
jitters,1
jittery,1
jive,1
job,1
jobber,1
jobless,1
jock,1
jockey,1
jocose,1
jocular,1
jocularity,1
jocund,1
jodhpurs,1
jog,1
jogging,1
joggle,1
john,1
join,1
joiner,1
joint,1
joist,1
joke,1
joker,1
jollity,1
jolly,1
jolt,1
jonquil,3
josh,1
jostle,1
jot,1
joule,1
jounce,1
journal,1
journalese,1
journalism,1
journalist,1
journalistic,1
journey,1
journeyman,1
joust,1
jovial,1
joviality,1
jowl,1
joy,1
joyful,1
joyless,1
joyous,1
jubilant,1
jubilation,1
jubilee,1
judge,1
judgement,1
judgment,1
judgmental,1
judicial,1
judiciary,1
judicious,1
judo,1
jug,1
juggernaut,1
juggle,1
jugular,1
juice,1
juicer,1
juicy,1
jujitsu,1
jujube,3
julep,1
julienne,1
jumble,1
jumbo,1
jump,1
jumper,1
jumpy,1
junco,1
junction,1
juncture,1
jungle,1
junior,1
juniper,3
junk,1
junket,1
junkie,1
junky,1
junta,1
juridical,1
jurisdiction,1
jurisprudence,1
jurist,1
juror,1
jury,1
just,1
justice,1
justifiable,1
justification,1
justify,1
jut,1
jute,3
juvenile,1
juxtapose,1
juxtaposition,1
kabob,1
kale,3
kaleidoscope,1
kaleidoscopic,1
kamikaze,1
kangaroo,1
kaolin,1
kapok,3
kaput,1
karakul,1
karaoke,1
karat,1
karate,1
karma,1
katydid,1
kayak,1
kazoo,1
kebab,1
keel,1
keen,1
keep,1
keeper,1
keeping,1
keg,1
kelp,3
ken,1
kennel,1
kept,1
keratin,1
kerchief,1
kernel,2
kerosene,1
ketch,1
ketchup,1
kettle,1
key,1
khaki,1
khan,1
kibbutz,1
kibbutzim,1
kibitz,1
kibitzer,1
kibosh,1
kick,1
kid,1
kiddie,1
kiddy,1
kidnaper,1
kidney,1
kielbasa,1
kill,1
killer,1
killing,1
kiln,1
kilo,1
kilobyte,1
kilocycle,1
kilogram,1
kilohertz,1
kilometer,1
kiloton,1
kilowatt,1
kilt,1
kilter,1
kimono,1
kin,1
kind,1
kindergarten,1
kindle,1
kindling,2
kindly,1
kindness,1
kindred,1
kinetic,1
kinfolks,1
king,1
kingdom,1
kingship,1
kink,1
kinky,1
kinship,1
kinsman,1
kinswoman,1
kiosk,1
kipper,1
kismet,1
kiss,1
kisser,1
kit,1
kitchen,1
kitchenette,1
kite,1
kith,1
kitsch,1
kitschy,1
kitten,1
kittenish,1
kitty,1
kiwi,3
