baboon,🐒,3
babushka,🧣,2
baby,👶,3
babyhood,👶,2
babyish,👶,2
baccalaureate,🎓,2
bacchanalian,🍷,2
bachelor,🤵,2
bacilli,🦠,2
bacillus,🦠,2
back,⬅️,2
backer,💰,2
backgammon,🎲,3
backwards,⬅️,2
bacon,🥓,3
bacteria,🦠,3
bacterial,🦠,2
bacteriological,🦠,1
bacteriologist,🦠,1
bacteriology,🦠,1
bacterium,🦠,3
bad,👎,2
bade,🗣️,1
badge,🎖️,3
badger,🦡,3
badlands,🏜️,2
badly,👎,1
badminton,🏸,3
baffle,😕,2
bafflement,😕,2
baffling,😕,2
bag,👜,3
bagel,🥯,3
baggage,🧳,3
baggy,👖,2
bagpipes,🎶,2
bah,😒,1
bail,⚖️,2
bailiff,⚖️,2
bailiwick,🗺️,1
bait,🪱,2
baize,🟢,1
bake,🍞,3
baker,👨‍🍳,2
bakery,🥐,3
balalaika,🎸,2
balance,⚖️,3
balcony,🏠,2
bald,👨‍🦲,3
balderdash,🤷,1
balding,👨‍🦲,2
bale,🌾,2
baleful,😠,2
balk,🚫,2
balky,🚫,1
ball,⚽,3
ballad,🎵,2
ballast,⚓,2
ballerina,🩰,3
ballet,🩰,3
ballistic,🚀,2
ballistics,🎯,1
balloon,🎈,3
balloonist,🎈,2
ballot,🗳️,3
balls,⚽,2
ballsy,💪,1
ballyhoo,📢,1
balm,🧴,2
balmy,🌤️,2
baloney,🥩,2
balsa,🪵,1
balsam,🌿,1
baluster,🏛️,1
balustrade,🏛️,1
bamboo,🎍,3
bamboozle,🤥,2
ban,🚫,3
banal,😐,1
banality,😐,1
banana,🍌,3
band,🎸,2
bandage,🩹,3
bandana,🧕,2
bandanna,🧕,2
bandit,🦹,2
bandoleer,🔫,1
bandolier,🔫,1
bandy,🦵,1
bane,☠️,2
baneful,☠️,1
bang,💥,3
bangle,📿,2
bangs,💇,2
banish,🚪,2
banishment,🚪,1
banister,🪜,1
banjo,🪕,3
bank,🏦,3
banker,🏦,2
banking,🏦,2
bankrupt,💸,2
bankruptcy,💸,2
banner,🚩,2
banns,💍,1
banquet,🍽️,3
banshee,👻,2
bantam,🐔,1
banter,💬,2
banyan,🌳,1
baobab,🌳,2
baptism,⛪,2
baptismal,⛪,1
baptize,⛪,2
bar,🍺,2
barb,🎣,1
barbarian,⚔️,2
barbaric,⚔️,1
barbarism,⚔️,1
barbarity,⚔️,1
barbarous,⚔️,1
barbecue,🍖,3
barber,💈,3
barbiturate,💊,2
bard,🎼,2
bare,🚫,1
barely,🤏,1
barf,🤮,3
bargain,🏷️,2
barge,🛳️,2
baritone,🎤,1
barium,⚗️,1
bark,🐕,2
barker,📢,1
barley,🌾,2
barn,🏚️,3
barnacle,🦪,2
barometer,🌡️,2
barometric,🌡️,1
baron,🤵,2
baroness,👑,2
baronet,👑,1
baronial,🏰,1
baroque,🎼,1
barracks,🏢,2
barracuda,🐟,3
barrage,💥,1
barrel,🛢️,3
barren,🏜️,2
barrette,📎,2
barricade,🚧,2
barrier,🚧,3
barring,🚫,1
barrio,🏘️,1
barrister,⚖️,2
barrow,🛒,1
barter,🔄,2
basal,🌱,1
basalt,🪨,1
base,🏠,2
baseman,⚾,2
basement,🏚️,3
bases,🏠,1
bash,🎉,2
bashful,😳,2
basic,📗,1
basil,🌿,3
basilica,⛪,2
basin,🚰,2
basis,🧱,1
bask,☀️,2
basket,🧺,3
bass,🎸,2
bassinet,🛏️,2
bassist,🎸,2
bassoon,🎶,2
bastard,😠,1
bastardize,🚫,1
baste,🍳,1
bastion,🏰,2
bat,🦇,3
batch,📦,2
bated,😬,1
bath,🛁,3
bathe,🛁,3
bathos,😢,1
batik,🎨,1
baton,🥖,2
battalion,⚔️,2
batten,🔧,1
batter,🍳,2
battery,🔋,3
battle,⚔️,3
battlement,🏰,2
batty,🦇,1
bauble,💎,2
baud,📡,1
bauxite,🪨,1
bawdy,😏,1
bawl,😭,3
bay,🌊,2
bayonet,🔪,2
bayou,🌊,2
bazaar,🛍️,2
bazooka,🚀,3
be,🌟,1
beach,🏖️,3
beachcomber,🏖️,1
beacon,🚨,2
bead,📿,2
beady,👀,1
beagle,🐶,3
beak,🦜,3
beaker,🧪,2
beam,☀️,2
bean,🫘,3
bear,🐻,3
bearable,👍,1
beard,🧔,3
bearer,🤲,1
bearing,🧭,1
bearish,📉,2
beast,🐾,2
beastly,🐾,1
beat,🥁,2
beaten,😩,1
beater,🥄,1
beatific,😇,1
beatification,😇,1
beatify,😇,1
beating,🥊,2
beatitude,😇,1
beatnik,🎸,1
beau,💑,2
beauteous,😍,1
beautician,💄,2
beautification,💄,1
beautiful,😍,2
beautify,💄,1
beauty,💄,2
beaux,💑,1
beaver,🦫,3
bebop,🎷,1
became,🔄,1
because,➡️,1
beck,👋,1
beckon,👋,2
become,🔄,1
becoming,😊,1
becomingly,😊,1
bed,🛏️,3
bedding,🛏️,2
bedeck,✨,1
bedevil,😈,1
