incognito,🕵️,2
incoherence,😵,2
incoherent,😵,2
income,💵,2
incoming,📥,2
incommensurate,⚖️,1
incommunicado,🤐,2
incomparable,🚫,1
incompatibility,🚫,1
incompatible,🚫,2
incompetence,🙅,1
incompetent,🙅,2
incomplete,➖,1
inconceivable,🤯,1
inconclusive,❓,1
incongruity,🧩,1
incongruous,🧩,1
inconsequential,🤷,1
inconsiderable,🤏,1
inconsiderate,🙄,2
inconsistency,🔀,1
inconsistent,🔀,1
inconsolable,😭,2
inconspicuous,🫥,2
inconstancy,🔀,1
inconstant,🔀,1
incontestable,✅,1
incontinence,🚽,1
incontinent,🚽,1
inconvenience,😣,1
inconvenient,😣,1
incorporate,🏢,2
incorporated,🏢,2
incorporation,🏢,1
incorrect,❌,3
incorrigible,😈,1
incorruptible,🛡️,1
increase,📈,3
increasingly,📈,2
incredibility,😲,1
incredible,😲,2
incredulity,😲,2
incredulous,😲,2
increment,➕,2
incremental,➕,1
incriminate,👉,1
incrimination,👉,1
incrustation,🧊,1
incubate,🥚,3
incubation,🥚,2
incubator,🥚,3
inculcate,🧠,1
inculcation,🧠,1
incumbency,🏛️,1
incumbent,🏛️,2
incur,💳,1
incurable,🚫,1
incurious,😐,1
incursion,⚔️,2
indebted,💳,2
indecency,🙈,1
indecent,🙈,2
indecipherable,🔡,1
indecision,🤔,2
indecisive,🤔,2
indecorous,🙈,1
indeed,✅,1
indefatigable,💪,1
indefensible,🛡️,1
indefinable,❓,1
indefinite,❓,1
indelible,🖊️,2
indelicacy,🙊,1
indelicate,🙊,1
indemnification,📜,1
indemnify,📜,1
indemnity,📜,1
indent,➡️,2
indentation,➡️,1
indenture,📜,1
independence,🕊️,2
independent,🕊️,2
indescribable,🤷,1
indestructible,🛡️,2
indeterminable,❓,1
indeterminate,❓,1
index,📇,3
indicate,👉,3
indication,👉,2
indicative,👉,1
indicator,👉,2
indices,📇,1
indict,⚖️,2
indictable,⚖️,1
indictment,⚖️,2
indifference,😐,3
indifferent,😐,3
indigence,💸,1
indigenous,🌿,2
indigent,💸,2
indigestible,🤢,1
indigestion,🤢,2
indignant,😤,2
indignation,😤,2
indignity,😤,1
indigo,🟣,2
indirect,↪️,2
indiscreet,🤐,1
indiscretion,🤫,1
indiscriminate,🎲,1
indispensable,🔑,1
indisposed,🤒,2
indisposition,🤒,1
indisputable,✅,1
indissoluble,🔗,1
indistinct,🌫️,2
individual,🧍,2
individualism,🧍,1
individualist,🧍,1
individualistic,🧍,1
individuality,🧍,1
individualize,🧍,1
indivisible,🚫,1
indoctrinate,🧠,1
indoctrination,🧠,1
indolence,🛌,2
indolent,🛌,2
indomitable,💪,2
indorse,✍️,1
indubitable,✅,1
induce,➡️,1
inducement,🎁,1
induct,⛪,1
inductee,🎖️,1
induction,⚡,1
inductive,⚡,1
indulge,🍰,2
indulgence,🍰,2
indulgent,🍰,2
industrial,🏭,3
industrialism,🏭,2
industrialist,🏭,2
industrialize,🏭,2
industrious,💪,2
industry,🏭,2
inebriate,🍺,2
inebriated,🍺,3
inebriation,🍺,2
inedible,🚫,2
ineducable,📚,1
ineffable,🤐,1
ineffective,🚫,2
ineffectual,🚫,2
inefficiency,🐌,1
inefficient,🐌,2
inelegant,🙈,1
ineligibility,🚫,1
ineligible,🚫,2
ineluctable,⛓️,1
inept,🙅,2
ineptitude,🙅,1
inequality,⚖️,2
inequitable,⚖️,1
inequity,⚖️,2
inert,💤,2
inertia,💤,2
inertial,💤,1
inescapable,⛓️,1
inessential,🗑️,1
inestimable,💎,1
inevitability,⏳,1
inevitable,⏳,2
inexact,❓,1
inexcusable,🚫,1
inexhaustible,🔋,1
inexorable,⏩,1
inexpedient,🚫,1
inexpensive,💲,2
inexperience,🐣,2
inexpert,🐣,1
inexplicable,❓,2
inexpressible,🤐,1
inextricable,🔗,1
infallibility,✅,1
infallible,✅,2
infamous,😈,2
infamy,😈,2
infancy,👶,2
infant,👶,3
infanticide,👶,1
infantile,👶,2
infantry,🪖,2
infantryman,🪖,2
infatuate,😍,1
infatuated,😍,3
infatuation,😍,2
infect,🦠,3
infection,🦠,3
infectious,🦠,3
infelicitous,🙁,1
infelicity,🙁,1
infer,🤔,2
inference,🤔,2
inferential,🤔,1
inferior,👎,2
inferiority,👎,2
infernal,🔥,2
inferno,🔥,3
infertile,🚫,2
infertility,🚫,2
infest,🐛,2
infestation,🐛,3
infidel,🚫,1
infidelity,💔,2
infield,⚾,2
infighting,🥊,2
infiltrate,🕵️,2
infiltration,🕵️,2
infinite,♾️,3
infinitesimal,🔬,1
infinitive,📖,1
infinitude,♾️,2
infinity,♾️,3
infirm,🤒,2
infirmary,🏥,2
infirmity,🤒,2
inflame,🔥,2
inflammable,🔥,2
inflammation,🔥,2
inflammatory,🔥,2
inflatable,🎈,3
inflate,🎈,3
inflation,📈,2
inflationary,📈,1
inflect,🗣️,1
inflection,🗣️,1
inflectional,🗣️,1
inflexibility,🚫,1
inflexible,🚫,2
inflict,💥,2
infliction,💥,1
inflorescence,🌸,2
influence,🧲,2
influential,🧲,2
influenza,🤒,2
influx,📥,2
info,ℹ️,3
infomercial,📺,2
inform,🗣️,2
informal,👕,1
informality,👕,1
informant,🕵️,2
information,ℹ️,3
informative,ℹ️,2
informed,🧠,1
informer,🕵️,2
infraction,🚫,2
infrared,🔴,2
infrastructure,🏗️,2
infrequency,📉,1
infrequent,📉,1
infringe,🚫,2
infringement,🚫,2
infuriate,😡,3
infuriating,😡,3
infuse,🍵,2
infusion,🍵,2
ingenious,💡,2
ingenue,🎭,1
ingenuity,💡,2
ingenuous,😇,1
ingest,🍽️,2
ingestion,🍽️,2
inglorious,😳,1
ingot,🧱,2
ingrained,🌳,1
ingrate,🙄,1
ingratiate,🙇,1
ingratiating,🙇,1
ingratitude,🙄,1
ingredient,🥕,3
ingress,🚪,1
inhabit,🏠,2
inhabitable,🏠,1
inhabitant,🧍,2
inhalant,💨,1
inhalation,💨,2
inhalator,💨,1
inhale,💨,3
inhaler,💨,3
inherent,🧬,1
inherit,🏛️,2
inheritance,💰,2
inhibit,🚫,2
inhibited,🚫,1
inhibition,🚫,2
inhospitable,🥶,1
inhuman,🤖,1
inhumane,😢,1
inhumanity,😢,1
inimical,⚔️,1
inimitable,✨,1
iniquitous,😈,1
