creeper,🌿,2
creepy,😱,2
cremate,⚱️,2
cremation,⚱️,2
crematoria,⚱️,2
crematorium,⚱️,2
crematory,⚱️,2
creole,🍲,1
creosote,🪵,1
crepe,🥞,3
crept,🐢,1
crescendo,🔊,2
crescent,🌙,3
cress,🌿,2
crest,🏔️,2
cretin,🙄,1
crevasse,🕳️,2
crevice,🕳️,2
crew,👥,2
crewman,⛵,2
crib,🛏️,3
cribbage,🃏,1
crick,😖,1
cricket,🏏,3
cried,😢,3
crier,📢,2
crime,🔪,2
criminal,🔫,2
criminologist,🔍,1
criminology,🔍,1
crimp,〰️,1
crimson,🔴,2
cringe,😬,3
crinkle,〰️,2
crinkly,〰️,2
crinoline,👗,1
cripple,🦽,2
crippled,🦽,2
crises,🚨,2
crisis,🚨,2
crisp,🍟,2
crispy,🍟,2
criteria,📋,1
criterion,📋,1
critic,📝,2
critical,‼️,2
criticism,📝,2
criticize,👎,2
critique,📝,2
critter,🐾,2
croak,🐸,3
crochet,🧶,3
crock,🍲,2
crockery,🍽️,2
crocodile,🐊,3
crocus,🌸,2
croissant,🥐,3
crone,👵,2
crony,🤝,1
crook,🦯,1
crooked,➰,1
croon,🎤,2
crop,🌾,3
croquet,🏏,2
croquette,🍢,2
cross,✝️,3
crossbones,☠️,3
crossing,🚸,2
crossroads,🛣️,2
crossways,↔️,1
crotch,🩲,1
crotchet,🎵,1
crotchety,😠,1
crouch,🧎,3
croup,🤒,1
croupier,🎰,2
crouton,🍞,2
crow,🐦‍⬛,3
crowd,👥,3
crown,👑,3
crucial,❗,2
crucible,🔥,2
crucifix,✝️,3
crucifixion,✝️,2
cruciform,✝️,1
crucify,✝️,2
crud,🧹,1
cruddy,🧹,1
crude,🛢️,2
crudity,🛢️,1
cruel,😈,2
cruelty,😈,2
cruet,🫙,1
cruise,🛳️,3
cruiser,🚢,2
cruller,🍩,2
crumb,🍞,2
crumble,🍞,2
crumbly,🍞,1
crumby,🍞,1
crummy,👎,1
crumpet,🥞,2
crumple,📄,2
crunch,🥨,2
crunchy,🥨,2
crusade,⚔️,2
crush,💥,2
crust,🥧,2
crustacean,🦀,3
crusty,🍞,1
crutch,🩼,3
crux,🎯,1
cry,😢,3
crying,😢,3
cryogenics,🧊,2
crypt,⚰️,3
cryptic,🔐,2
cryptogram,🔐,2
cryptography,🔐,2
crystal,💎,3
