description,📝,2
descriptive,📝,1
descry,👀,1
desecrate,⛪,1
desecration,⛪,1
desegregate,🤝,1
desegregation,🤝,1
desensitization,💉,1
desensitize,💉,1
desert,🏜️,3
desertion,🚶,1
deserve,👍,1
deserving,👍,1
desiccate,🏜️,1
desiccation,🏜️,1
desiderata,📋,1
desideratum,📋,1
design,✏️,2
designate,👉,2
designation,🏷️,2
designer,✏️,2
designing,✏️,1
desirability,😍,1
desirable,😍,2
desire,😍,2
desirous,😍,1
desist,🛑,2
desk,🖥️,3
desolate,🏜️,2
desolation,🏜️,2
despair,😔,2
despairingly,😔,1
despatch,📨,2
desperado,🤠,2
desperate,😰,2
desperation,😰,2
despicable,🤢,2
despise,🤢,2
despite,🔗,1
despoil,💥,1
despondency,😔,2
despondent,😔,2
despot,👑,2
despotic,👑,1
despotism,👑,1
dessert,🍰,3
destination,📍,3
destine,📍,1
destiny,🔮,2
destitute,🥺,2
destitution,🥺,1
destroy,💥,3
destroyer,💥,2
destruction,💥,3
destructive,💥,2
desultory,🌀,1
detach,🔓,2
detachable,🔓,2
detached,🔓,2
detachment,🔓,2
detail,🔍,2
detailed,🔍,2
detain,🚔,2
detainment,🚔,2
detect,🔍,2
detectable,🔍,2
detection,🔍,2
detective,🕵️,3
detente,🤝,2
detention,🚔,2
deter,🛑,2
detergent,🧴,3
deteriorate,📉,2
deterioration,📉,2
determinant,➡️,1
determinate,➡️,1
determination,💪,2
determine,💪,2
determined,💪,3
determiner,📝,1
deterrence,🛑,2
deterrent,🛑,2
detest,🤢,2
detestable,🤢,2
detestation,🤢,1
dethrone,👑,2
dethronement,👑,1
detonate,💥,3
detonation,💥,3
detonator,💣,2
detour,↩️,2
detox,🧘,2
detoxification,🧘,1
detoxify,🧘,1
detract,➖,1
detraction,➖,1
detriment,👎,1
detrimental,👎,2
detritus,🗑️,2
deuce,🎾,2
devaluation,📉,2
devalue,📉,2
devastate,💥,2
devastating,💥,2
devastation,💥,2
develop,📈,2
developing,📈,2
development,📈,2
deviance,🌀,1
deviant,🌀,1
deviate,↩️,2
deviation,↩️,2
device,📱,2
devil,😈,3
devilish,😈,2
devilment,😈,1
deviltry,😈,1
devious,😈,2
devise,💡,2
devoid,🚫,1
devolve,📉,1
devote,🙏,2
devoted,🙏,2
devotee,🙏,2
devotion,🙏,2
devotional,🙏,2
devour,🍽️,3
devout,🙏,2
dew,💧,3
dewy,💧,2
dexterity,🤸,2
dexterous,🤸,2
dextrose,🍬,1
dextrous,🤸,2
diabetes,💉,2
diabetic,💉,2
diabolic,😈,2
diabolical,😈,2
diacritic,🔤,1
diadem,👑,3
diagnose,🩺,3
diagnoses,🩺,2
diagnosis,🩺,3
diagnostic,🩺,2
diagnostician,🩺,2
diagonal,📐,2
diagram,📊,3
dial,📞,2
dialect,🗣️,2
dialectal,🗣️,1
dialectic,🗣️,1
dialog,💬,2
dialogue,💬,3
dialyses,🩺,1
dialysis,🩺,2
diameter,📏,2
diametrical,📏,1
diamond,💎,3
diaper,🍼,3
diaphanous,👗,1
diaphragm,🫁,2
diarist,📔,2
diarrhea,🚽,2
diarrhoea,🚽,2
diary,📔,3
diastolic,🩺,1
diatribe,😡,2
dice,🎲,3
dichotomy,⚖️,1
dick,🕵️,1
dicker,🤝,1
dickey,👔,1
dicky,👔,1
dicta,📜,1
dictate,🗣️,2
dictation,🗣️,2
dictator,👑,2
dictatorial,👑,2
dictatorship,👑,2
diction,🗣️,2
dictionary,📖,3
dictum,📜,2
did,✅,1
didactic,📚,1
diddle,🎻,1
die,💀,3
diereses,🔤,1
dieresis,🔤,1
diesel,⛽,2
diet,🥗,3
dietary,🥗,2
dietetic,🥗,1
dietetics,🥗,1
dietician,🥗,2
dietitian,🥗,2
differ,🔀,1
difference,🔀,2
different,🔀,2
differential,🔀,1
differentiate,🔀,1
differentiation,🔀,1
difficult,😖,2
difficulty,😖,2
diffidence,😳,1
diffident,😳,1
diffraction,🌈,1
diffuse,💨,2
diffusion,💨,2
dig,⛏️,3
digest,📖,2
digestible,🍽️,1
digestion,🍽️,2
digestive,🍽️,2
digit,🔢,2
digital,🔢,2
digitalis,🌿,1
dignified,🎩,2
dignify,🎩,1
dignitary,🎩,2
dignity,🎩,2
digraph,🔤,1
digress,↩️,1
digression,↩️,1
digressive,↩️,1
dike,🧱,2
dilapidated,🏚️,2
dilapidation,🏚️,2
dilate,👁️,1
dilation,👁️,1
dilatory,🐌,1
dilemma,🤔,2
dilettante,🎨,1
dilettantism,🎨,1
diligence,💪,2
diligent,💪,2
dill,🌿,2
dillydally,🐌,1
dilute,💧,2
dilution,💧,2
dim,💡,2
dime,🪙,2
dimension,📏,2
dimensional,📏,1
diminish,📉,2
diminuendo,🔉,1
diminution,📉,1
diminutive,🤏,2
dimmer,💡,2
dimple,😊,2
dimwitted,🙃,1
din,🔊,2
dine,🍽️,3
diner,🍽️,3
dinette,🍽️,2
ding,🔔,1
dinghy,⛵,2
dingo,🐕,2
dingy,🏚️,1
dinky,🤏,1
dinner,🍽️,3
dinosaur,🦕,3
dint,🔨,1
diocesan,⛪,1
diocese,⛪,2
diode,💡,1
diorama,🖼️,1
dioxin,☠️,1
dip,🥣,2
diphtheria,🤒,1
