fissure,🪨,2
fist,✊,3
fistful,✊,2
fisticuffs,🥊,2
fit,💪,2
fitful,😴,1
fitting,👔,2
five,5️⃣,3
fix,🔧,2
fixate,👁️,1
fixation,👁️,1
fixative,🧴,1
fixed,🔧,2
fixings,🍽️,1
fixity,🔒,1
fixture,💡,2
fizz,🥤,2
fizzle,💨,1
fjord,🏔️,2
flab,🍔,1
flabbergast,😲,2
flabby,🍔,1
flaccid,😑,1
flag,🚩,3
flagella,🦠,2
flagellate,🦠,1
flagellation,⛓️,1
flagellum,🦠,1
flagon,🍶,2
flagrant,🚨,1
flail,🌀,1
flair,✨,2
flak,💥,1
flake,❄️,2
flaky,❄️,2
flambe,🔥,2
flamboyance,✨,1
flamboyant,🌈,1
flame,🔥,3
flamenco,💃,2
flaming,🔥,2
flamingo,🦩,3
flammability,🔥,1
flammable,🔥,2
flange,🔩,1
flank,🥩,1
flannel,🧣,2
flap,🦅,1
flapper,💃,2
flare,🔥,2
flash,⚡,3
flasher,📸,1
flashing,⚡,2
flashy,✨,1
flask,🧪,3
flat,🏠,2
flatten,🔨,1
flatter,😊,1
flattering,😊,1
flatteringly,😊,1
flattery,😊,1
flatulence,💨,2
flatulent,💨,2
flaunt,😎,1
flautist,🎶,1
flavor,👅,2
flavorful,😋,2
flavoring,🧂,1
flavorless,😐,1
flavour,👅,2
flaw,❌,1
flawless,💎,1
flax,🌾,1
flaxen,🌾,1
flay,🔪,1
flea,🦟,2
fleck,🔵,1
fled,🏃,2
fledgling,🐣,3
flee,🏃,3
fleece,🐑,2
fleecy,🐑,1
fleet,🚢,2
fleeting,⏳,2
flesh,🍖,1
fleshly,🍖,1
fleshy,🍖,1
flew,✈️,2
flex,💪,3
flexibility,🤸,2
flexible,🤸,2
flick,🎬,1
flicker,🕯️,2
flier,✈️,1
flight,✈️,3
flightless,🐧,2
flighty,🦋,1
flimsy,🧻,1
flinch,😬,2
fling,🥏,1
flint,🪨,2
flinty,🪨,1
flip,🔄,2
flippancy,😏,1
flippant,😏,1
flipper,🐬,2
flirt,😉,2
flirtation,😉,1
flirtatious,😉,1
flit,🦋,1
float,🎈,2
flock,🐑,2
floe,🧊,2
flog,🥁,1
flood,🌊,3
floor,🧱,2
flooring,🧱,1
floozy,💄,1
flop,🐟,1
floppy,💾,2
flora,🌸,1
floral,🌸,2
florid,🌺,1
florin,🪙,1
florist,💐,3
floss,🦷,3
flotation,🛟,2
flotilla,⛵,2
flotsam,🪵,1
flounce,🌊,1
flounder,🐟,2
flour,🌾,3
flourish,🌱,2
