heretical,🚫,1
heritage,🏛️,2
hermaphrodite,⚥,2
hermaphroditic,⚥,2
hermetic,🔒,1
hermit,🧙,2
hermitage,⛪,2
hernia,🏥,1
hero,🦸,3
heroic,🦸,2
heroics,🦸,2
heroin,💉,2
heroine,🦸,3
heroism,🦸,2
heron,🐦,3
herpes,🦠,1
herring,🐟,3
hers,👩,1
hertz,📡,1
hesitancy,😬,2
hesitant,😬,2
hesitate,😬,2
hesitation,😬,2
heterogeneity,🧩,1
heterogeneous,🧩,1
heterosexual,💑,2
heterosexuality,💑,1
heuristic,🧠,1
hew,🪓,2
hewn,🪓,2
hex,🔢,1
hexagon,⬡,3
hexagonal,⬡,2
hexameter,📏,1
hey,👋,3
hi,👋,3
hiatus,⏸️,2
hibachi,🍳,3
hibernate,🐻,2
hibernation,🐻,2
hibiscus,🌺,3
hiccough,😵,1
hiccup,😵,2
hick,🌾,1
hickey,😘,1
hickory,🌳,2
hid,🙈,2
hidden,🙈,2
hide,🙈,3
hideous,🤢,2
hierarchical,🏢,1
hierarchy,🏢,2
hieroglyphic,𓂀,3
high,⬆️,2
highfalutin,🎩,1
highly,⬆️,1
highness,👑,2
hike,🥾,3
hilarious,😂,3
hilarity,😂,2
hill,⛰️,3
hillock,⛰️,2
hilly,⛰️,2
hilt,🗡️,2
him,👨,2
hind,🦌,1
hinder,🚧,2
hindrance,🚧,2
hinge,🚪,2
hint,💡,2
hinterland,🌄,1
hip,🕺,2
hippie,✌️,2
hippo,🦛,3
hippopotami,🦛,3
hippopotamus,🦛,3
hippy,🦛,1
hire,🤝,2
hireling,👷,1
hirsute,🧔,2
his,👨,1
hiss,🐍,2
historian,📜,2
historic,🏛️,2
historical,🏛️,2
history,📜,2
histrionic,🎭,2
histrionics,🎭,2
hit,👊,3
hitch,🚚,2
hither,➡️,1
hive,🐝,3
hives,😷,1
ho,🎅,1
hoagie,🥪,3
hoard,📦,2
hoarfrost,❄️,2
hoarse,🗣️,2
hoary,👴,1
hoax,🎭,2
hob,🔥,1
hobble,🦯,2
hobby,🎨,2
hobbyist,🎨,2
hobnob,🍾,1
hobo,🚶,1
hock,🍖,1
hockey,🏒,3
hod,🧱,1
hodgepodge,🥘,2
hoe,🪓,2
hog,🐖,3
hogan,🏠,1
hoggish,🐖,1
hoist,🏋️,2
hokey,🙄,1
hokum,🙄,1
hold,🤲,2
holder,🖐️,1
holding,🤲,2
hole,🕳️,3
holiday,🎉,3
holiness,😇,1
holistic,🌿,1
holler,📣,2
hollow,🕳️,2
holly,🌿,2
hollyhock,🌸,1
holocaust,🔥,1
hologram,👻,2
holographic,👻,1
holography,👻,1
holster,🔫,2
holy,😇,2
homage,🙏,2
homburg,🎩,1
home,🏠,3
homeless,🏚️,2
homely,🏠,1
homeopathic,💊,1
homeopathy,💊,1
homer,⚾,2
homeward,🏠,1
homewards,🏠,1
homey,🏠,2
homicidal,🔪,2
homicide,🔪,2
homily,📖,1
hominy,🌽,1
homogeneity,🧩,1
homogeneous,🧩,1
homogenize,🥛,1
homograph,🔤,1
homonym,🔤,1
homophobia,🚫,1
homophone,🔤,1
homosexual,🏳️‍🌈,2
homosexuality,🏳️‍🌈,1
hone,🔪,1
honest,🤝,2
honesty,🤝,2
honey,🍯,3
honeyed,🍯,1
honk,📯,2
honor,🏅,2
honorable,🏅,2
honoraria,💰,1
honorarium,💰,1
honorary,🏅,1
honorific,🏅,1
hood,🧥,2
hoodlum,🥷,1
hooey,🙄,1
hoof,🐴,2
hook,🪝,3
hookah,💨,2
hooked,🪝,1
hooker,🚦,1
hooky,🚸,1
hooligan,🥷,1
hoop,⭕,2
hoopla,🎉,1
hooray,🎉,2
hoot,🦉,2
hooves,🐴,2
hop,🐇,2
hope,🤞,2
hopeful,🤞,2
hopefully,🤞,1
hopeless,😞,2
hopper,🦗,1
horde,👥,2
horizon,🌅,3
horizontal,➡️,2
hormonal,🧬,1
hormone,🧬,1
horn,📯,3
hornet,🐝,2
hornless,🐄,1
horny,😏,1
horology,⌚,1
horoscope,♈,2
horrendous,😱,2
horrible,😱,2
horrid,😱,2
horrific,😱,2
horrify,😱,2
horrifying,😱,2
horror,😱,3
horse,🐴,3
horsemanship,🐴,1
horsewoman,🐴,1
horsey,🐴,1
horsy,🐴,1
horticultural,🌱,1
horticulture,🌱,2
horticulturist,🌱,1
hosanna,🙏,1
hose,🚿,2
hosiery,🧦,2
hospitable,🤗,1
hospital,🏥,3
hospitality,🤗,2
hospitalization,🏥,1
hospitalize,🏥,1
host,🎤,2
hostage,⛓️,2
hostel,🏨,2
hostelry,🏨,1
hostess,💁,2
hostility,😠,2
hot,🔥,3
hotel,🏨,3
hotelier,🏨,1
hound,🐕,2
hour,⏰,2
hourly,⏰,2
house,🏠,3
housing,🏘️,2
hove,⛵,1
hovel,🛖,2
hover,🚁,2
how,❓,1
howdy,🤠,2
howitzer,💣,2
howl,🐺,2
howler,🐺,1
howling,🐺,2
hub,🔌,2
hubbub,🗣️,1
hubby,🤵,2
hubris,😤,1
huckster,🤥,1
huddle,🤗,2
hue,🎨,2
huff,😤,2
huffy,😤,2
hug,🤗,3
huge,🐘,2
huh,🤔,2
hula,💃,2
hulk,💪,2
hulking,💪,1
hull,🚢,2
hullabaloo,🗣️,1
hum,🎵,2
human,🧑,3
humane,❤️,1
humanism,🧑,1
humanist,🧑,1
humanistic,🧑,1
humanitarian,🤝,1
humanitarianism,🤝,1
humanity,🌍,2
humanization,🧑,1
humanize,🧑,1
humanly,🧑,1
humanoid,🤖,2
humble,🙇,2
humdinger,💥,1
humerus,🦴,2
humid,💦,2
humidify,💦,1
humidity,💦,2
humiliate,😳,2
humiliating,😳,2
humiliation,😳,2
humility,🙇,2
hummock,⛰️,1
humongous,🐘,2
humor,😂,2
humorist,😂,1
humorless,😐,1
humorous,😂,2
humour,😂,2
hump,🐫,2
humus,🌱,1
hunch,🤔,2
hundred,💯,3
hundredth,💯,1
hung,🖼️,1
hunger,🍽️,2
hungry,🍽️,2
hunk,🍖,1
hunker,🧎,1
hunt,🏹,2
hunter,🏹,3
hunting,🏹,2
huntress,🏹,2
huntsman,🏹,1
hurdle,🏃,2
hurl,🤮,1
hurrah,🎉,2
hurray,🎉,2
hurricane,🌀,3
hurried,🏃,2
hurry,🏃,2
hurt,🤕,3
hurtful,💔,2
hurtle,💨,1
husband,🤵,3
husbandry,🚜,1
hush,🤫,2
husk,🌽,1
husky,🐺,2
hussy,💃,1
hustings,🗳️,1
hustle,🏃,2
hut,🛖,3
hutch,🐇,2
hyacinth,🌸,2
hybrid,🔀,2
hybridize,🔀,1
hydra,🐍,2
hydrangea,🌸,2
hydrant,🚒,3
hydrate,💧,2
hydraulic,🔧,1
hydraulics,🔧,1
hydrocarbon,⛽,1
hydroelectric,⚡,1
hydrofoil,🚤,1
hydrogen,🧪,2
hydrology,💧,1
hydrophobia,💧,1
hydroplane,🚤,1
hydroponics,🌱,1
hydrotherapy,💧,1
hyena,🐆,2
hygiene,🧼,2
hygienic,🧼,2
hygienist,🦷,1
