abbot,⛪,2
accompany,🚶,1
accountant,💼,2
administrate,📋,1
administrative,📋,1
administrator,💼,2
adopt,👪,2
adoption,👪,2
adoptive,👪,1
adviser,🏫,1
advisor,🏫,1
aide,🏫,1
alderman,🏛️,2
ampersand,🔣,1
ankh,☥,3
anthropological,🗿,1
assiduous,📌,1
astronaut,🚀,2
baker,🍞,2
bald,🦲,2
balding,🦲,1
bisexual,♾️,1
bisexuality,♾️,1
blonde,💇,1
breather,💨,1
breathless,💨,2
brigand,☠️,1
buccaneer,☠️,2
buddy,🤝,1
bumpkin,🌾,1
captain,⚓,2
captaincy,⚓,1
cardiologist,❤️,2
caret,🔣,1
chef,🍳,3
circumflex,🔣,1
clerk,📋,1
client,🤝,1
clientele,🤝,1
clinician,🩺,2
collector,📦,1
communism,☭,3
communist,☭,3
communistic,☭,2
cook,🍳,3
copilot,✈️,1
corsair,☠️,2
cosmonaut,🚀,2
cousin,👪,1
coworker,🏢,1
creator,🎨,1
crow,🐦,2
dairyman,🥛,1
depredation,💥,1
dither,😵,1
doctor,🩺,3
domino,🁢,2
dot,•,3
dung,💩,3
egoistic,🪞,1
exhalation,💨,2
exhale,💨,3
factotum,🧰,1
farmer,🌾,3
fatherhood,👨,2
fortieth,🔢,1
forty,🔢,2
freebooter,☠️,1
gay,🌈,1
generation,👪,1
gourmet,🍽️,1
governess,🏫,1
half,½,3
hermaphrodite,⚥,1
hermaphroditic,⚥,1
hexagon,⬡,3
hexagonal,⬡,2
hieroglyphic,🗿,2
homosexual,🌈,1
homosexuality,🌈,1
hypnosis,😵,2
hypnotic,😵,2
hypnotism,😵,1
hypnotist,🌀,1
hypnotize,🌀,2
instructor,🏫,1
intern,📋,1
jingoism,🚩,1
jingoistic,🚩,1
judge,⚖️,3
labored,💨,1
lawyer,⚖️,3
lesbian,🌈,1
lesbianism,🌈,1
mesmerism,🌀,1
mesmerize,🌀,2
moiety,🍰,1
monomania,🔁,1
monomaniac,🔁,1
morocco,🗺️,1
moustache,🥸,1
muddle,🌀,1
mustache,🥸,2
mutineer,⚔️,1
mutinous,⚔️,1
mutiny,⚔️,2
nineteenth,🔢,1
ninetieth,🔢,1
ninety,🔢,2
nonflammable,🚫,1
nonpayment,🚫,1
nonrefundable,🚫,1
nonresident,🚫,1
nonscheduled,🚫,1
nonstop,🚫,1
nontaxable,🚫,1
nonvoting,🚫,1
nun,⛪,3
nurse,🩺,3
omega,Ω,2
padre,⛪,2
pal,🤝,1
passenger,🧳,1
patron,🤝,1
peasant,🌾,2
peasantry,🌾,1
pentagon,⬠,3
pentagonal,⬠,2
peon,🌾,1
percent,💯,2
percentage,💯,2
pioneer,🧭,1
piracy,☠️,2
pirate,☠️,3
piratical,☠️,2
plebeian,🌾,1
plunder,💰,2
polar,🐻,1
president,🏛️,2
prof,🏫,1
professor,🏫,2
queer,🌈,1
queue,🧍,2
raven,🐦,2
rectangle,▭,3
rectangular,▭,2
ref,🏫,1
referee,🏫,2
representative,🏛️,1
resuscitate,🫀,1
resuscitation,🫀,1
rogue,🗡️,1
rook,🐦,1
schoolmarm,🏫,1
semicircle,◗,2
semicircular,◗,1
semicolon,🔣,1
serf,🌾,1
servant,🧹,1
sex,⚧️,1
sexual,⚧️,1
sexuality,⚧️,1
sigh,💨,2
sober,🚱,1
sobriety,🚱,1
sorceress,🔮,2
soviet,☭,2
specialist,🩺,1
steward,✈️,1
stewardess,✈️,1
superstition,🔮,1
superstitious,🔮,1
surgeon,🩺,2
swashbuckler,🗡️,1
teacher,🏫,2
theoretician,🧠,1
tilde,🔣,1
tittle,•,1
toupee,🦲,1
transsexual,⚧️,2
ump,🏫,1
umpire,🏫,1
underling,🤝,1
upbringing,👪,1
vassal,🌾,1
veep,🏛️,1
villager,🏘️,2
waiter,🍽️,2
waitress,🍽️,2
winded,💨,2
witch,🧙,3
word,📝,2
